text,lang,orig_index
<s>[INST] What happens if a member of the House is absent for forty consecutive days without permission? [/INST] The House may declare the seat of the member vacant if they remain absent for forty consecutive days without leave of the House. </s>,eng,128
<s>[INST] اگر کوئی رکن ایوان کی اجازت کے بغیر مسلسل چالیس دن تک غیر حاضر رہے تو کیا ہوتا ہے؟ [/INST] ایوان اس رکن کی نشست کو خالی قرار دے سکتا ہے اگر وہ ایوان کی اجازت کے بغیر مسلسل چالیس دن تک غیر حاضر رہے۔ </s>,urdu,128
<s>[INST] Who has the authority to amend the Constitution in Pakistan? [/INST] The Constitution may be amended by Act of Majlis-e-Shoora (Parliament). </s>,eng,515
<s>[INST] پاکستان میں دستور میں ترمیم کا اختیار کس کے پاس ہے؟ [/INST] دستور میں ترمیم مجلس شوریٰ (پارلیمنٹ) کے ایکٹ کے ذریعے کی جا سکتی ہے۔ </s>,urdu,515
<s>[INST] How long does the National Assembly last before it is dissolved? [/INST] The National Assembly continues for a term of five years from the day of its first meeting and stands dissolved at the expiration of its term. </s>,eng,96
<s>[INST] قومی اسمبلی کتنے عرصے تک برقرار رہتی ہے قبل اس کے کہ اسے توڑ دیا جائے؟ [/INST] قومی اسمبلی اپنے پہلے اجلاس کے دن سے پانچ سال کی میعاد تک برقرار رہتی ہے اور اپنی میعاد کے اختتام پر توڑ دی جاتی ہے۔ </s>,urdu,96
<s>[INST] Who can make a complaint if water supplies are affected? [/INST] The Federal Government or the Provincial Government concerned may make a complaint in writing to the Council. </s>,eng,299
<s>[INST] اگر پانی کی فراہمی متاثر ہو تو شکایت کون کر سکتا ہے؟ [/INST] وفاقی حکومت یا متعلقہ صوبائی حکومت کونسل سے تحریری طور پر شکایت کر سکتی ہے۔ </s>,urdu,299
"<s>[INST] Who is eligible to vote in Pakistan? [/INST] A person is eligible to vote if they are a citizen of Pakistan, at least eighteen years old, their name appears on the electoral roll, and they are not declared by a competent court to be of unsound mind. </s>",eng,94
<s>[INST] پاکستان میں ووٹ دینے کا اہل کون ہے؟ [/INST] کوئی شخص ووٹ دینے کا اہل ہے اگر وہ پاکستان کا شہری ہو، کم از کم اٹھارہ سال کا ہو، اس کا نام انتخابی فہرست میں موجود ہو، اور اسے کسی بااختیار عدالت نے فاتر العقل قرار نہ دیا ہو۔ </s>,urdu,94
"<s>[INST] Who exercises the executive authority of a Province in Pakistan? [/INST] The executive authority of a Province is exercised in the name of the Governor by the Provincial Government, consisting of the Chief Minister and Provincial Ministers. </s>",eng,252
<s>[INST] پاکستان میں صوبے کے انتظامی اختیارات کون استعمال کرتا ہے؟ [/INST] صوبے کے انتظامی اختیارات صوبائی حکومت کی جانب سے گورنر کے نام سے استعمال کیے جاتے ہیں، جو وزیر اعظم اور صوبائی وزراء پر مشتمل ہوتی ہے۔ </s>,urdu,252
<s>[INST] What must a newly elected Speaker or Deputy Speaker do before taking office? [/INST] A newly elected Speaker or Deputy Speaker must make an oath before the National Assembly in the form set out in the Third Schedule before entering upon office. </s>,eng,99
<s>[INST] نئے منتخب شدہ اسپیکر یا ڈپٹی اسپیکر کو عہدہ سنبھالنے سے پہلے کیا کرنا ہوتا ہے؟ [/INST] نئے منتخب شدہ اسپیکر یا ڈپٹی اسپیکر کو عہدہ سنبھالنے سے قبل قومی اسمبلی کے سامنے جدول سوم میں مندرج عبارت میں حلف اٹھانا ہوتا ہے۔ </s>,urdu,99
"<s>[INST] Does the repeal of a law affect any legal proceedings or investigations that were already in progress? [/INST] No, the repeal of a law does not affect any legal proceedings or investigations that were already in progress, and they may be continued or enforced as if the law had not been repealed. </s>",eng,566
<s>[INST] کیا کسی قانون کی منسوخی جاری قانونی کارروائیوں یا تحقیقات پر اثر انداز ہوتی ہے؟ [/INST] نہیں، کسی قانون کی منسوخی جاری قانونی کارروائیوں یا تحقیقات پر اثر انداز نہیں ہوتی، اور انہیں اس طرح جاری رکھا جا سکتا ہے یا نافذ کیا جا سکتا ہے گویا قانون منسوخ نہیں ہوا تھا۔ </s>,urdu,566
"<s>[INST] What areas does the federal executive authority cover? [/INST] The federal executive authority covers matters on which the Parliament has the power to make laws, including areas outside Pakistan. </s>",eng,191
<s>[INST] وفاقی عاملانہ اختیار کن علاقوں پر حاوی ہوتا ہے؟ [/INST] وفاقی عاملانہ اختیار ان امور پر حاوی ہوتا ہے جن پر پارلیمنٹ کو قوانین وضع کرنے کا اختیار ہے، جس میں پاکستان سے باہر کے علاقے بھی شامل ہیں۔ </s>,urdu,191
<s>[INST] Who appoints the Chief Election Commissioner in Pakistan? [/INST] The Chief Election Commissioner is appointed by the President. </s>,eng,458
<s>[INST] پاکستان میں چیف الیکشن کمشنر کا تقرر کون کرتا ہے؟ [/INST] چیف الیکشن کمشنر کا تقرر صدر کرتا ہے۔ </s>,urdu,458
"<s>[INST] Can local authorities in Pakistan be considered part of ""the State""? [/INST] Yes, local authorities in Pakistan that are empowered by law to impose any tax or cess are considered part of ""the State."" </s>",eng,12
<s>[INST] کیا پاکستان میں مقامی اتھارٹیز کو 'مملکت' کا حصہ سمجھا جا سکتا ہے؟ [/INST] جی ہاں، پاکستان میں مقامی اتھارٹیز جنہیں قانون کے تحت کوئی محصول یا چنگی عائد کرنے کا اختیار حاصل ہو، 'مملکت' کا حصہ سمجھی جاتی ہیں۔ </s>,urdu,12
"<s>[INST] Can a High Court issue an order to bring a person in custody before it? [/INST] Yes, a High Court can issue an order to bring a person in custody within its territorial jurisdiction before it to ensure that the person is not being held without lawful authority or in an unlawful manner. </s>",eng,396
<s>[INST] کیا عدالت عالیہ کسی زیر حراست شخص کو اپنے سامنے پیش کرنے کا حکم جاری کر سکتی ہے؟ [/INST] جی ہاں، عدالت عالیہ اپنے علاقائی اختیار سماعت میں زیر حراست کسی شخص کو اپنے سامنے پیش کرنے کا حکم جاری کر سکتی ہے تاکہ یہ اطمینان کر سکے کہ اسے قانونی اختیار کے بغیر یا کسی غیر قانونی طریقے سے زیر حراست نہیں رکھا جا رہا ہے۔ </s>,urdu,396
<s>[INST] Who does a member of the Election Commission take an oath before? [/INST] A member of the Election Commission takes an oath before the Commissioner. </s>,eng,462
<s>[INST] الیکشن کمیشن کا رکن کس کے سامنے حلف اٹھاتا ہے؟ [/INST] الیکشن کمیشن کا رکن کمشنر کے سامنے حلف اٹھاتا ہے۔ </s>,urdu,462
<s>[INST] In whose name are all executive actions of the Federal Government taken? [/INST] All executive actions of the Federal Government are taken in the name of the President. </s>,eng,194
<s>[INST] وفاقی حکومت کی کل عاملانہ کارروائیاں کس کے نام سے کی جاتی ہیں؟ [/INST] وفاقی حکومت کی کل عاملانہ کارروائیاں صدر کے نام سے کی جاتی ہیں۔ </s>,urdu,194
"<s>[INST] What types of debt-related expenses are charged upon the Provincial Consolidated Fund? [/INST] All debt charges for which the Provincial Government is liable, including interest, sinking fund charges, the repayment or amortisation of capital, and other expenditure in connection with the raising of loans, and the service and redemption of debt on the security of the Provincial Consolidated Fund are charged upon the Provincial Consolidated Fund. </s>",eng,238
<s>[INST] صوبائی مجموعی فنڈ پر قرض سے متعلق کون سے اخراجات واجب الادا ہیں؟ [/INST] جملہ واجبات قرضہ جن کی ادائیگی صوبائی حکومت کے ذمے ہو، بشمول سود، مصارف ذخیرہ ادائیگی، سرمایہ کی بازادائیگی یا بے باقی، یا قرضوں کے حصول کے اور صوبائی مجموعی فنڈ کی ضمانت پر قرض کے معاوضے اور انفکاک کے سلسلے میں کیے جانے والے دیگر مصارف صوبائی مجموعی فنڈ پر واجب الادا ہیں۔ </s>,urdu,238
"<s>[INST] Under what conditions can a person be detained for more than three months under preventive detention laws? [/INST] A person can be detained for more than three months under preventive detention laws if the appropriate Review Board has reviewed the case, afforded the person an opportunity to be heard, and reported that there is sufficient cause for such detention. This review must occur before the expiration of each three-month period. </s>",eng,19
<s>[INST] کسی شخص کو امتناعی نظر بندی کے قوانین کے تحت تین ماہ سے زیادہ مدت کے لیے کن حالات میں نظر بند کیا جا سکتا ہے؟ [/INST] کسی شخص کو امتناعی نظر بندی کے قوانین کے تحت تین ماہ سے زیادہ مدت کے لیے نظر بند کیا جا سکتا ہے اگر متعلقہ نظر ثانی بورڈ نے اس معاملے پر نظر ثانی کی ہو، اس شخص کو اصالتاً سماعت کا موقع فراہم کیا ہو، اور یہ رپورٹ دی ہو کہ مذکورہ نظر بندی کے لیے وجہ کافی موجود ہے۔ یہ نظر ثانی ہر تین ماہ کی مدت کے اختتام سے پہلے ہونی چاہیے۔ </s>,urdu,19
